Run;JS 16;WASM 16;JS 32;WASM 32;JS 64;WASM 64;JS 128;WASM 128;JS 256;WASM 256;JS 512;WASM 512;JS 768;WASM 768;JS 1024;WASM 1024;
84;2.300000000046566;0.09999999997671694;0.6999999999534339;0;0.8000000000465661;0.19999999995343387;1.599999999976717;0.5999999999767169;4.300000000046566;2.299999999930151;14.699999999953434;9.5;32.40000000002328;21.70000000006985;55.40000000002328;37.59999999997672;
85;2.300000000046566;0;1.1999999999534339;0.09999999997671694;1.2000000000698492;0.09999999997671694;1.7999999999301508;0.7000000000698492;4.299999999930151;2.400000000023283;15.300000000046566;9.5;32.40000000002328;21.099999999976717;55.199999999953434;38.300000000046566;
86;1.7999999999301508;0.10000000009313226;0.7999999999301508;0;1.099999999976717;0.10000000009313226;1.599999999976717;0.6999999999534339;4;2.300000000046566;15.099999999976717;9.400000000023283;31.900000000023283;21.20000000006985;56.300000000046566;37.79999999993015;
87;2.099999999976717;0;1.2000000000698492;0.09999999997671694;1.099999999976717;0.2000000000698492;1.7999999999301508;0.6000000000931323;4.099999999976717;2.5;15.699999999953434;9.5;42.699999999953434;21.800000000046566;55.300000000046566;36.89999999990687;
88;1.099999999976717;0.09999999997671694;1.3999999999068677;0.10000000009313226;1.099999999976717;0.19999999995343387;1.7000000000698492;0.5999999999767169;4;2.400000000023283;15.199999999953434;9.599999999976717;32;21;59;37.09999999997672;
89;2.199999999953434;0;0.7000000000698492;0.09999999997671694;0.9000000000232831;0.19999999995343387;1.8000000000465661;0.5999999999767169;4.300000000046566;2.599999999976717;15.199999999953434;9.300000000046566;31.800000000046566;20.599999999976717;67.30000000004657;37.5;
90;1.900000000023283;0;0.7000000000698492;0.09999999997671694;0.8000000000465661;0.09999999997671694;1.599999999976717;0.6000000000931323;4.799999999930151;2.300000000046566;15.199999999953434;9.600000000093132;43.90000000002328;20.79999999993015;56.09999999997672;37.300000000046566;
91;2.400000000023283;0.09999999997671694;0.6000000000931323;0.09999999997671694;0.7999999999301508;0.10000000009313226;1.6999999999534339;0.5999999999767169;4.099999999976717;2.400000000023283;14.5;9.5;34.199999999953434;20.900000000023283;56.199999999953434;37.40000000002328;
92;1.900000000023283;0.19999999995343387;0.8000000000465661;0;1;0.09999999997671694;1.8000000000465661;0.6999999999534339;3.900000000023283;2.400000000023283;16.699999999953434;9.800000000046566;31.599999999976717;20.900000000023283;55.79999999993015;37.5;
93;2.099999999976717;0.09999999997671694;0.6000000000931323;0.09999999997671694;0.9000000000232831;0.19999999995343387;1.6999999999534339;0.6000000000931323;4.299999999930151;2.400000000023283;14.900000000023283;9.5;32.60000000009313;21;55.90000000002328;37.5;
94;2.099999999976717;0;0.5;0.09999999997671694;0.5999999999767169;0.09999999997671694;1.5;0.6000000000931323;3.8999999999068677;2.300000000046566;14.900000000023283;9.5;33.800000000046566;21.099999999976717;55.5;37.59999999997672;
95;2.400000000023283;0;0.7999999999301508;0;0.8999999999068677;0.2000000000698492;1.599999999976717;0.5;4.200000000069849;2.400000000023283;15.599999999976717;9.5;35.09999999997672;21.20000000006985;55.5;37.70000000006985;
96;2.200000000069849;0;0.6999999999534339;0;0.9000000000232831;0.09999999997671694;1.599999999976717;0.5;4.099999999976717;2.400000000023283;15.400000000023283;9.5;43.5;21.20000000006985;55.199999999953434;38.5;
97;1.900000000023283;0;0.6999999999534339;0;0.9000000000232831;0.09999999997671694;1.6999999999534339;0.5;4.200000000069849;2.3999999999068677;24.600000000093132;10.5;34.09999999997672;21.099999999976717;55.699999999953434;38.800000000046566;
98;2.300000000046566;0;0.5999999999767169;0;1.099999999976717;0.09999999997671694;1.599999999976717;0.5;4.099999999976717;2.400000000023283;15.899999999906868;9.5;32.29999999993015;21.099999999976717;55.5;37.90000000002328;
99;2.300000000046566;0;0.6999999999534339;0;1;0.30000000004656613;1.8000000000465661;0.5;3.900000000023283;2.299999999930151;14.899999999906868;9.400000000023283;32.29999999993015;21.70000000006985;55.300000000046566;38;
100;2.099999999976717;0.10000000009313226;0.6999999999534339;0;1.099999999976717;0.2000000000698492;1.7999999999301508;0.5;4.299999999930151;2.400000000023283;16.300000000046566;9.199999999953434;31.699999999953434;21.199999999953434;58.29999999993015;36.90000000002328;
101;2.1000000000931323;0.09999999997671694;0.6999999999534339;0;1.2000000000698492;0.19999999995343387;1.7000000000698492;0.7999999999301508;4.099999999976717;2.400000000023283;15.300000000046566;9.399999999906868;31.79999999993015;21.20000000006985;55.5;37.29999999993015;
102;2;0;0.7000000000698492;0;0.7999999999301508;0.2000000000698492;1.6999999999534339;0.5;4.199999999953434;2.400000000023283;16.29999999993015;9.5;33.79999999993015;21;55.59999999997672;37.5;
103;2.200000000069849;0;0.5;0.09999999997671694;0.8000000000465661;0.19999999995343387;1.599999999976717;0.7000000000698492;4.5;2.299999999930151;15.599999999976717;10.199999999953434;33.90000000002328;21.599999999976717;60.79999999993015;37.300000000046566;
104;2.200000000069849;0;0.6999999999534339;0;1;0.2000000000698492;1.7999999999301508;0.6000000000931323;4.5;2.3999999999068677;15.199999999953434;9.300000000046566;31.5;20.400000000023283;59;37.300000000046566;
105;2.1000000000931323;0;1.5;0;0.9000000000232831;0.2999999999301508;1.7000000000698492;0.5999999999767169;4.099999999976717;2.400000000023283;16.199999999953434;10.600000000093132;31.599999999976717;20.5;55.59999999997672;36.90000000002328;
106;1.900000000023283;0;0.5;0.09999999997671694;1;0.10000000009313226;1.599999999976717;0.5999999999767169;4.099999999976717;2.400000000023283;15.800000000046566;9.400000000023283;33.79999999993015;20.900000000023283;55.70000000006985;36.79999999993015;
107;2;0.09999999997671694;1.3000000000465661;0.09999999997671694;0.9000000000232831;0.09999999997671694;1.6000000000931323;0.5;4;2.299999999930151;15.699999999953434;9.5;33.79999999993015;20.800000000046566;55.300000000046566;37.40000000002328;
108;2.099999999976717;0;0.5999999999767169;0.2000000000698492;0.9000000000232831;0.09999999997671694;1.599999999976717;0.5999999999767169;4;2.6000000000931323;15.29999999993015;9.300000000046566;32.800000000046566;22;55.90000000002328;38.5;
109;2.199999999953434;0;1;0.09999999997671694;1.8000000000465661;0.40000000002328306;2.900000000023283;1.1999999999534339;6.5;3.5;17;9.300000000046566;32.199999999953434;20.70000000006985;55.20000000006985;37.79999999993015;
110;2.300000000046566;0;0.5999999999767169;0;1.1999999999534339;0.2000000000698492;2.099999999976717;0.5999999999767169;4.300000000046566;2.299999999930151;15.099999999976717;9.199999999953434;41.29999999993015;20.900000000023283;54.89999999990687;37.60000000009313;
111;2.200000000069849;0.09999999997671694;0.5999999999767169;0.09999999997671694;0.8000000000465661;0.19999999995343387;1.8000000000465661;0.5999999999767169;4.299999999930151;2.400000000023283;15.5;9.400000000023283;33.09999999997672;22;54.699999999953434;37.59999999997672;
112;2;0.09999999997671694;0.6999999999534339;0;1;0.2000000000698492;1.6999999999534339;0.5;4.200000000069849;2.3999999999068677;17;9.29999999993015;31.900000000023283;21.199999999953434;54.90000000002328;36.800000000046566;
113;1.8000000000465661;0;0.7000000000698492;0;1;0.09999999997671694;2.700000000069849;1.400000000023283;7.400000000023283;3.799999999930151;17;9.300000000046566;31.300000000046566;20.699999999953434;55.60000000009313;37.79999999993015;
114;1.400000000023283;0;0.6999999999534339;0;1.099999999976717;0.19999999995343387;1.6999999999534339;0.5;3.800000000046566;2.400000000023283;16.099999999976717;9.300000000046566;32;20.800000000046566;56.09999999997672;36.70000000006985;
